Landslide_date,latitude,longitude,precip_30d,precip_60d,landslide_trigger
2008-08-01,32.5625,107.45,214.82504272460938,337.9464416503906,rain
2009-01-02,45.42,-122.663,86.83405303955078,86.83405303955078,downpour
2007-01-19,-11.1295,-75.3587,104.96772766113281,104.96772766113281,downpour
2009-07-31,28.8378,81.708,436.0843200683594,592.2091674804688,monsoon
2010-10-16,10.3336,123.8978,231.27899169921875,543.187255859375,tropical_cyclone
2012-02-16,10.7004,124.9668,493.12591552734375,1172.02978515625,downpour
2012-03-30,48.2797,-117.2665,157.02969360351562,215.0825653076172,downpour
2007-09-02,24.9531,-107.622,267.5055236816406,373.6132507324219,tropical_cyclone
2007-09-05,43.6846,-114.4194,14.715375900268555,27.598716735839844,rain
2008-11-01,23.89,100.0845,185.0482177734375,302.3590087890625,downpour
2008-11-01,25.0967,102.695,131.90350341796875,198.49166870117188,downpour
2014-12-21,45.8647,-122.8178,215.09933471679688,415.6701354980469,Unknown
2009-01-01,45.377,-122.0704,74.39439392089844,74.39439392089844,rain
2017-07-03,23.14383048,105.5299971,445.9926452636719,547.0166015625,downpour
2009-01-02,12.5655,124.0419,44.164268493652344,44.164268493652344,downpour
2009-01-03,45.521,-122.67,64.4832763671875,64.4832763671875,rain
2009-01-07,35.507,-83.071,118.20628356933594,118.20628356933594,rain
2009-01-07,46.11,-122.893,176.7486114501953,176.7486114501953,rain
2009-01-07,47.432,-122.334,108.87049102783203,108.87049102783203,rain
2009-01-07,48.538,-121.75,219.45111083984375,219.45111083984375,downpour
2009-01-07,48.72,-122.2,166.29721069335938,166.29721069335938,rain
2009-01-08,46.1299,-122.909,199.08734130859375,199.08734130859375,Unknown
2009-01-08,47.538,-122.273,77.17147827148438,77.17147827148438,rain
2009-01-08,48.929,-122.037,197.2283935546875,197.2283935546875,rain
2009-01-13,36.7946,5.765,101.48152160644531,101.48152160644531,downpour
2009-01-13,47.7573,-122.2072,78.68993377685547,78.68993377685547,rain
2009-01-16,1.531,110.3442,513.6528930664062,513.6528930664062,rain
2009-01-19,-8.5073,116.662,278.20562744140625,278.20562744140625,rain
2009-08-13,8.4841,-13.2287,744.0198974609375,1089.4539794921875,downpour
2009-01-22,5.031,115.0668,466.93011474609375,466.93011474609375,downpour
2009-01-22,19.4271,-99.1276,12.225616455078125,12.225616455078125,downpour
2009-01-26,40.8403,14.252,271.75341796875,271.75341796875,downpour
2009-07-22,26.8826,88.2788,534.522705078125,849.1376342773438,downpour
2009-02-06,34.162,-118.05,25.796772003173828,25.796772003173828,rain
2009-07-22,26.8572,88.3143,553.54296875,858.032470703125,downpour
2009-02-07,9.29,123.226,242.8561553955078,297.204833984375,downpour
2009-09-09,14.545,121.56,278.9317321777344,657.72998046875,downpour
2009-04-20,37.9137,-79.4305,120.42179107666016,179.1251220703125,downpour
2009-08-23,-41.0528,145.9063,144.9249267578125,303.4566955566406,downpour
2009-07-02,28.2039,83.9806,505.8390808105469,900.4060668945312,monsoon
2009-07-02,27.9447,84.2279,321.48175048828125,613.943603515625,monsoon
2009-07-21,34.0496,131.5729,445.4803771972656,545.1331176757812,downpour
2017-05-19,36.770029,-83.712126,175.9236602783203,259.8485412597656,rain
2009-07-24,34.3852,132.4592,413.086181640625,542.339111328125,downpour
2009-07-25,31.483,103.5868,172.97740173339844,253.5714874267578,downpour
2009-07-01,27.478,88.527,299.79620361328125,475.0443115234375,downpour
2009-07-27,28.0,85.71,400.9407958984375,589.4266357421875,monsoon
2009-07-31,28.1046,83.8791,827.42919921875,1136.6025390625,monsoon
2009-09-20,56.5561,-132.7269,0.0,0.0,downpour
2009-09-22,56.5692,-132.7348,0.0,0.0,downpour
2009-09-22,56.5787,-132.5617,0.0,0.0,downpour
2009-11-18,47.2846,-122.5562,194.48045349121094,284.0819091796875,downpour
2009-11-21,-7.571,109.9187,398.2480163574219,465.0744323730469,downpour
2017-07-03,22.69040325,104.4530851,286.9791259765625,382.3203125,downpour
2009-12-09,35.0672,-85.3697,212.45570373535156,309.75531005859375,downpour
2009-12-09,35.1052,-85.3361,208.73590087890625,308.5304870605469,downpour
2010-01-01,-23.01374445,-44.32249842,117.02555084228516,117.02555084228516,downpour
2015-02-06,45.2335,-123.1587,137.58395385742188,155.5588836669922,Unknown
2010-04-05,-22.89234445,-43.07409842,555.5064697265625,653.1431274414062,downpour
2010-07-29,25.3098633,94.48214677,301.04473876953125,527.6643676757812,downpour
2010-08-06,36.6567,74.8609,0.0687798410654068,2.528911828994751,downpour
2010-10-16,10.395,123.9153,229.50836181640625,517.8590087890625,tropical_cyclone
2011-07-21,29.7334,79.6367,413.0561218261719,536.2611083984375,rain
2010-10-17,10.57,123.72,272.40228271484375,575.04541015625,tropical_cyclone
2010-10-17,10.77,123.98,292.9218444824219,566.7593994140625,tropical_cyclone
2011-01-12,-22.2331,-42.6018,205.60989379882812,205.60989379882812,downpour
2007-03-19,33.8778,74.3333,304.614990234375,409.9297180175781,rain
2011-05-04,44.9378,-73.0562,222.0006866455078,303.68231201171875,downpour
2011-06-29,30.7666,78.7963,189.27757263183594,228.71990966796875,downpour
2011-07-03,27.7394,83.5754,544.0601196289062,692.100830078125,downpour
2013-07-21,10.335,123.8725,224.9167938232422,477.47552490234375,rain
2011-07-03,28.3683,83.2934,372.4002990722656,498.9936828613281,downpour
2011-07-03,28.0889,83.2934,614.2448120117188,785.6332397460938,downpour
2017-06-02,16.09880042,-96.22255907,439.71173095703125,460.0469665527344,tropical_cyclone
2011-07-09,30.7652,78.5925,164.53294372558594,305.20233154296875,downpour
2011-07-09,30.7331,79.0685,394.7466735839844,530.3296508789062,downpour
2011-07-09,31.0188,78.4129,372.439208984375,581.998291015625,downpour
2017-01-06,37.67607624,-119.7795082,83.38591766357422,83.38591766357422,Unknown
2017-05-30,16.77787239,120.9613282,417.5876770019531,527.9864501953125,rain
2011-07-16,-8.8137,-36.9541,92.53422546386719,106.87762451171875,downpour
2012-02-14,10.39,123.92,141.4656524658203,247.41671752929688,downpour
2011-07-16,-8.0543,-34.8813,606.4349365234375,842.3895874023438,downpour
2011-07-21,30.4043,79.3318,323.8874816894531,398.7156066894531,rain
2011-07-22,19.2444,-103.7244,291.12451171875,357.48724365234375,tropical_cyclone
2011-07-22,17.4974,-99.538,438.52630615234375,558.0160522460938,tropical_cyclone
2017-07-03,27.83196401,84.54704621,268.6071472167969,426.1167907714844,rain
2011-07-22,19.5805,-101.7023,330.0885314941406,356.947509765625,tropical_cyclone
2012-02-16,10.6073,124.9705,420.41278076171875,1051.099609375,downpour
2009-11-17,49.0229,-122.8001,241.00157165527344,321.1468200683594,downpour
2011-07-22,21.7595,-104.8334,388.5135803222656,403.9767150878906,tropical_cyclone
2011-07-30,39.4274,-107.1291,61.791290283203125,77.26811218261719,rain
2011-07-30,39.4977,-107.2225,66.64492797851562,83.50151062011719,rain
2011-09-17,28.3875,82.6474,258.58551025390625,660.2572021484375,downpour
2012-02-14,10.37,123.89,154.60513305664062,239.52999877929688,downpour
2012-02-14,10.42,123.91,150.5768585205078,255.28724670410156,downpour
2016-08-16,27.593,88.492,332.4669189453125,646.4301147460938,rain
2012-05-02,42.9744,-124.01,154.06060791015625,557.1715698242188,downpour
2012-09-18,31.0226,77.1029,565.8356323242188,1037.409423828125,downpour
2012-09-19,27.8385,88.556,110.65914916992188,389.7200927734375,downpour
2012-09-19,27.6558,88.605,108.74878692626953,370.2767028808594,downpour
2012-10-19,5.5779,-0.9992,251.5010528564453,256.4178161621094,downpour
2016-09-02,27.769034,84.854632,347.4524841308594,658.5767822265625,Unknown
2012-12-25,11.3169,-60.55,702.3158569335938,741.8983764648438,rain
2017-07-04,21.61900923,91.92597729,720.3515014648438,1012.545654296875,rain
2013-05-28,9.3381,-79.8897,226.8482666015625,266.1622009277344,downpour
2013-05-28,9.3581,-79.9029,237.7314453125,280.646484375,downpour
2013-06-16,30.4954,78.3881,203.55767822265625,224.16021728515625,rain
2013-06-16,30.885,78.6695,172.85928344726562,188.68307495117188,rain
2013-06-16,29.7986,80.417,423.43310546875,432.66314697265625,rain
2017-05-30,36.27009466,-85.97897289,192.18243408203125,331.805908203125,rain
2013-06-19,50.0023,-116.9044,127.70602416992188,170.8516387939453,downpour
2013-06-25,10.9628,77.5947,35.005645751953125,114.85901641845703,downpour
2013-06-25,10.9628,77.5947,35.005645751953125,114.85901641845703,downpour
2013-07-14,28.4311,82.1847,604.208740234375,851.975341796875,Unknown
2013-07-17,25.7658,93.9413,393.4292907714844,560.1171264648438,rain
2013-07-14,28.6202,82.4393,618.3131103515625,874.2178344726562,Unknown
2013-07-17,25.7131,94.0885,343.8691101074219,465.6922302246094,rain
2013-07-21,10.329,123.888,224.9167938232422,477.47552490234375,rain
2017-06-13,22.35037081,91.83258101,771.7926025390625,1033.466064453125,continuous_rain
2013-10-09,47.446,12.3966,88.1511001586914,236.98983764648438,rain
2015-05-17,32.5196,-117.0898,7.776182651519775,30.071008682250977,rain
2017-06-30,-6.522155904,106.7121322,372.8291015625,781.56982421875,continuous_rain
2017-07-01,26.1445447,94.24416766,476.9891662597656,731.4994506835938,downpour
2017-07-05,21.23699085,92.10434768,794.87451171875,1061.093505859375,continuous_rain
2017-07-03,26.20450454,91.87202793,353.2215270996094,742.2378540039062,continuous_rain
2017-07-01,43.65859938,-72.34106092,148.77536010742188,311.05279541015625,downpour
2017-07-02,22.77997113,92.03513581,928.5488891601562,1400.000732421875,continuous_rain
2017-07-04,37.29584217,-112.9476039,3.5083322525024414,35.493221282958984,no_apparent_trigger
